mgrs,date,datetime,ID,cloud_percent,selected_due_to_high_nodata_clouds,nodata_perc,EI_region,geometry,inside_val_regions,inside_hassi,inside_marcellus,inside_permian
17SMD,2020-02-21,2020-02-21T16:12:09.024000+00:00,S2B_MSIL2A_20200221T161209_N0212_R140_T17SMD_20200927T165653,0.646736,True,0.0,USA,"POLYGON Z ((-82.1676247275 39.7443952014 0, -80.8860743698 39.7502120214 0, -80.8876644379 38.7608104753 0, -82.1513324821 38.755193805 0, -82.1676247275 39.7443952014 0))",True,False,True,False
17SMD,2022-10-08,2022-10-08T16:11:49.024000+00:00,S2B_MSIL2A_20221008T161149_N0400_R140_T17SMD_20221009T061619,65.716732,False,0.0,USA,"POLYGON Z ((-82.1676247275 39.7443952014 0, -80.8860743698 39.7502120214 0, -80.8876644379 38.7608104753 0, -82.1513324821 38.755193805 0, -82.1676247275 39.7443952014 0))",True,False,True,False
17SMD,2024-06-04,2024-06-04T16:09:11.024000+00:00,S2A_MSIL2A_20240604T160911_N0510_R140_T17SMD_20240605T010910,75.911784,False,0.0,USA,"POLYGON Z ((-82.1676247275 39.7443952014 0, -80.8860743698 39.7502120214 0, -80.8876644379 38.7608104753 0, -82.1513324821 38.755193805 0, -82.1676247275 39.7443952014 0))",True,False,True,False
17SMD,2024-09-22,2024-09-22T16:10:01.024000+00:00,S2A_MSIL2A_20240922T161001_N0511_R140_T17SMD_20240922T215405,4.443141,True,0.0,USA,"POLYGON Z ((-82.1676247275 39.7443952014 0, -80.8860743698 39.7502120214 0, -80.8876644379 38.7608104753 0, -82.1513324821 38.755193805 0, -82.1676247275 39.7443952014 0))",True,False,True,False
17SNC,2016-10-01,2016-10-01T16:00:52.026000+00:00,S2A_MSIL2A_20161001T160052_N0212_R097_T17SNC_20210213T062953,34.141104,False,34.567,USA,"POLYGON Z ((-81.0002304798 38.8489984834 0, -79.7350398852 38.8421486724 0, -79.7521345913 37.8528295029 0, -81.0002273641 37.8594419589 0, -81.0002304798 38.8489984834 0))",True,False,True,False
17SNC,2017-03-10,2017-03-10T16:00:41.026000+00:00,S2A_MSIL2A_20170310T160041_N0212_R097_T17SNC_20210208T212033,92.652677,True,34.953,USA,"POLYGON Z ((-81.0002304798 38.8489984834 0, -79.7350398852 38.8421486724 0, -79.7521345913 37.8528295029 0, -81.0002273641 37.8594419589 0, -81.0002304798 38.8489984834 0))",True,False,True,False
17SNC,2019-05-07,2019-05-07T16:08:39.024000+00:00,S2B_MSIL2A_20190507T160839_N0212_R140_T17SNC_20201006T112014,16.399195,False,33.614,USA,"POLYGON Z ((-81.0002304798 38.8489984834 0, -79.7350398852 38.8421486724 0, -79.7521345913 37.8528295029 0, -81.0002273641 37.8594419589 0, -81.0002304798 38.8489984834 0))",True,False,True,False
17SNC,2021-03-14,2021-03-14T15:59:29.024000+00:00,S2B_MSIL2A_20210314T155929_N0212_R097_T17SNC_20210315T195442,95.729274,True,0.311,USA,"POLYGON Z ((-81.0002304798 38.8489984834 0, -79.7350398852 38.8421486724 0, -79.7521345913 37.8528295029 0, -81.0002273641 37.8594419589 0, -81.0002304798 38.8489984834 0))",True,False,True,False
17SNC,2022-09-18,2022-09-18T16:08:39.024000+00:00,S2B_MSIL2A_20220918T160839_N0400_R140_T17SNC_20220919T085709,38.992175,False,0.282,USA,"POLYGON Z ((-81.0002304798 38.8489984834 0, -79.7350398852 38.8421486724 0, -79.7521345913 37.8528295029 0, -81.0002273641 37.8594419589 0, -81.0002304798 38.8489984834 0))",True,False,True,False
17SNC,2023-05-06,2023-05-06T16:08:29.024000+00:00,S2B_MSIL2A_20230506T160829_N0509_R140_T17SNC_20230506T223201,27.445546,True,0.3,USA,"POLYGON Z ((-81.0002304798 38.8489984834 0, -79.7350398852 38.8421486724 0, -79.7521345913 37.8528295029 0, -81.0002273641 37.8594419589 0, -81.0002304798 38.8489984834 0))",True,False,True,False
17SNC,2025-01-27,2025-01-27T16:06:01.025000+00:00,S2C_MSIL2A_20250127T160601_N0511_R097_T17SNC_20250127T195013,1.325926,False,32.807,USA,"POLYGON Z ((-81.0002304798 38.8489984834 0, -79.7350398852 38.8421486724 0, -79.7521345913 37.8528295029 0, -81.0002273641 37.8594419589 0, -81.0002304798 38.8489984834 0))",True,False,True,False
17SND,2018-03-25,2018-03-25T15:59:11.026000+00:00,S2A_MSIL2A_20180325T155911_N0212_R097_T17SND_20201013T140019,23.461891,False,54.974,USA,"POLYGON Z ((-81.0002334544 39.7502679266 0, -79.7187196513 39.7431961917 0, -79.7365967808 38.7540360478 0, -81.000230196 38.7608644567 0, -81.0002334544 39.7502679266 0))",True,False,True,False
17SND,2018-09-04,2018-09-04T16:09:01.024000+00:00,S2A_MSIL2A_20180904T160901_N0212_R140_T17SND_20201011T083005,2.434438,True,0.001,USA,"POLYGON Z ((-81.0002334544 39.7502679266 0, -79.7187196513 39.7431961917 0, -79.7365967808 38.7540360478 0, -81.000230196 38.7608644567 0, -81.0002334544 39.7502679266 0))",True,False,True,False
17SND,2019-08-05,2019-08-05T16:08:39.024000+00:00,S2B_MSIL2A_20190805T160839_N0212_R140_T17SND_20201004T205424,13.651964,False,54.225,USA,"POLYGON Z ((-81.0002334544 39.7502679266 0, -79.7187196513 39.7431961917 0, -79.7365967808 38.7540360478 0, -81.000230196 38.7608644567 0, -81.0002334544 39.7502679266 0))",True,False,True,False
17SND,2021-05-03,2021-05-03T15:58:19.024000+00:00,S2B_MSIL2A_20210503T155819_N0212_R097_T17SND_20210504T051938,96.219799,True,0.001,USA,"POLYGON Z ((-81.0002334544 39.7502679266 0, -79.7187196513 39.7431961917 0, -79.7365967808 38.7540360478 0, -81.000230196 38.7608644567 0, -81.0002334544 39.7502679266 0))",True,False,True,False
17SND,2022-07-12,2022-07-12T15:59:21.024000+00:00,S2A_MSIL2A_20220712T155921_N0400_R097_T17SND_20220714T012044,70.497203,False,53.236,USA,"POLYGON Z ((-81.0002334544 39.7502679266 0, -79.7187196513 39.7431961917 0, -79.7365967808 38.7540360478 0, -81.000230196 38.7608644567 0, -81.0002334544 39.7502679266 0))",True,False,True,False
17SND,2023-05-06,2023-05-06T16:08:29.024000+00:00,S2B_MSIL2A_20230506T160829_N0509_R140_T17SND_20230506T223200,31.323728,True,0.001,USA,"POLYGON Z ((-81.0002334544 39.7502679266 0, -79.7187196513 39.7431961917 0, -79.7365967808 38.7540360478 0, -81.000230196 38.7608644567 0, -81.0002334544 39.7502679266 0))",True,False,True,False
17SND,2024-02-25,2024-02-25T16:12:41.024000+00:00,S2A_MSIL2A_20240225T161241_N0510_R140_T17SND_20240225T231928,0.614855,False,53.99,USA,"POLYGON Z ((-81.0002334544 39.7502679266 0, -79.7187196513 39.7431961917 0, -79.7365967808 38.7540360478 0, -81.000230196 38.7608644567 0, -81.0002334544 39.7502679266 0))",True,False,True,False
17SND,2024-07-26,2024-07-26T15:58:19.024000+00:00,S2B_MSIL2A_20240726T155819_N0511_R097_T17SND_20240726T202326,47.913772,True,0.0,USA,"POLYGON Z ((-81.0002334544 39.7502679266 0, -79.7187196513 39.7431961917 0, -79.7365967808 38.7540360478 0, -81.000230196 38.7608644567 0, -81.0002334544 39.7502679266 0))",True,False,True,False
17SPC,2018-11-10,2018-11-10T16:05:01.024000+00:00,S2A_MSIL2A_20181110T160501_N0212_R097_T17SPC_20201008T172909,17.701399,False,0.0,USA,"POLYGON Z ((-79.8477094787 38.8433146054 0, -78.5832677968 38.8239923461 0, -78.6159000287 37.8353021099 0, -79.8632824087 37.8539550377 0, -79.8477094787 38.8433146054 0))",True,False,True,False
17SPC,2019-06-13,2019-06-13T15:58:29.024000+00:00,S2B_MSIL2A_20190613T155829_N0212_R097_T17SPC_20201006T015153,38.734679,False,0.0,USA,"POLYGON Z ((-79.8477094787 38.8433146054 0, -78.5832677968 38.8239923461 0, -78.6159000287 37.8353021099 0, -79.8632824087 37.8539550377 0, -79.8477094787 38.8433146054 0))",True,False,True,False
17SPC,2021-11-14,2021-11-14T16:05:31.024000+00:00,S2A_MSIL2A_20211114T160531_N0300_R097_T17SPC_20211115T032410,80.381404,True,0.0,USA,"POLYGON Z ((-79.8477094787 38.8433146054 0, -78.5832677968 38.8239923461 0, -78.6159000287 37.8353021099 0, -79.8632824087 37.8539550377 0, -79.8477094787 38.8433146054 0))",True,False,True,False
17SPC,2022-02-27,2022-02-27T16:01:19.024000+00:00,S2B_MSIL2A_20220227T160119_N0400_R097_T17SPC_20220302T232052,39.075807,False,0.0,USA,"POLYGON Z ((-79.8477094787 38.8433146054 0, -78.5832677968 38.8239923461 0, -78.6159000287 37.8353021099 0, -79.8632824087 37.8539550377 0, -79.8477094787 38.8433146054 0))",True,False,True,False
17SPC,2023-11-04,2023-11-04T16:04:31.024000+00:00,S2A_MSIL2A_20231104T160431_N0509_R097_T17SPC_20231104T224021,76.72419,True,0.0,USA,"POLYGON Z ((-79.8477094787 38.8433146054 0, -78.5832677968 38.8239923461 0, -78.6159000287 37.8353021099 0, -79.8632824087 37.8539550377 0, -79.8477094787 38.8433146054 0))",True,False,True,False
17SPC,2024-08-20,2024-08-20T15:59:01.024000+00:00,S2A_MSIL2A_20240820T155901_N0511_R097_T17SPC_20240820T215950,76.984441,False,0.0,USA,"POLYGON Z ((-79.8477094787 38.8433146054 0, -78.5832677968 38.8239923461 0, -78.6159000287 37.8353021099 0, -79.8632824087 37.8539550377 0, -79.8477094787 38.8433146054 0))",True,False,True,False
17SPC,2025-01-27,2025-01-27T16:06:01.025000+00:00,S2C_MSIL2A_20250127T160601_N0511_R097_T17SPC_20250127T195013,4.585091,True,0.0,USA,"POLYGON Z ((-79.8477094787 38.8433146054 0, -78.5832677968 38.8239923461 0, -78.6159000287 37.8353021099 0, -79.8632824087 37.8539550377 0, -79.8477094787 38.8433146054 0))",True,False,True,False
17SPD,2016-12-20,2016-12-20T16:06:52.026000+00:00,S2A_MSIL2A_20161220T160652_N0212_R097_T17SPD_20210213T230016,3.499401,False,59.15,USA,"POLYGON Z ((-79.8328420445 39.7443998961 0, -78.5521150239 39.7244518411 0, -78.5862397213 38.7359364307 0, -79.8491277804 38.7551983381 0, -79.8328420445 39.7443998961 0))",True,False,True,False
17SPD,2017-09-04,2017-09-04T16:13:39.027000+00:00,S2B_MSIL2A_20170904T161339_N0212_R140_T17SPD_20210201T183605,18.895983,True,0.0,USA,"POLYGON Z ((-79.8328420445 39.7443998961 0, -78.5521150239 39.7244518411 0, -78.5862397213 38.7359364307 0, -79.8491277804 38.7551983381 0, -79.8328420445 39.7443998961 0))",True,False,True,False
17SPD,2021-07-22,2021-07-22T15:58:19.024000+00:00,S2B_MSIL2A_20210722T155819_N0300_R097_T17SPD_20210723T042240,28.818949,False,0.0,USA,"POLYGON Z ((-79.8328420445 39.7443998961 0, -78.5521150239 39.7244518411 0, -78.5862397213 38.7359364307 0, -79.8491277804 38.7551983381 0, -79.8328420445 39.7443998961 0))",True,False,True,False
17SPD,2022-09-15,2022-09-15T15:58:19.024000+00:00,S2B_MSIL2A_20220915T155819_N0400_R097_T17SPD_20220916T092711,30.262583,False,9.083,USA,"POLYGON Z ((-79.8328420445 39.7443998961 0, -78.5521150239 39.7244518411 0, -78.5862397213 38.7359364307 0, -79.8491277804 38.7551983381 0, -79.8328420445 39.7443998961 0))",True,False,True,False
17SPD,2022-11-09,2022-11-09T16:05:01.024000+00:00,S2A_MSIL2A_20221109T160501_N0400_R097_T17SPD_20221110T084210,0.17562,True,0.0,USA,"POLYGON Z ((-79.8328420445 39.7443998961 0, -78.5521150239 39.7244518411 0, -78.5862397213 38.7359364307 0, -79.8491277804 38.7551983381 0, -79.8328420445 39.7443998961 0))",True,False,True,False
17SPD,2024-11-18,2024-11-18T16:05:41.024000+00:00,S2A_MSIL2A_20241118T160541_N0511_R097_T17SPD_20241118T212853,58.763653,False,0.0,USA,"POLYGON Z ((-79.8328420445 39.7443998961 0, -78.5521150239 39.7244518411 0, -78.5862397213 38.7359364307 0, -79.8491277804 38.7551983381 0, -79.8328420445 39.7443998961 0))",True,False,True,False
17TME,2016-09-24,2016-09-24T16:13:42.026000+00:00,S2A_MSIL2A_20160924T161342_N0212_R140_T17TME_20210213T041702,29.709793,False,0.0,USA,"POLYGON Z ((-82.1831726066 40.6447948038 0, -80.8845569324 40.6507988109 0, -80.8862200855 39.6615512269 0, -82.1661316955 39.6557525722 0, -82.1831726066 40.6447948038 0))",True,False,True,False
17TME,2021-10-13,2021-10-13T16:11:29.024000+00:00,S2B_MSIL2A_20211013T161129_N0300_R140_T17TME_20211014T080712,33.591704,False,0.0,USA,"POLYGON Z ((-82.1831726066 40.6447948038 0, -80.8845569324 40.6507988109 0, -80.8862200855 39.6615512269 0, -82.1661316955 39.6557525722 0, -82.1831726066 40.6447948038 0))",True,False,True,False
17TME,2022-03-02,2022-03-02T16:10:59.024000+00:00,S2B_MSIL2A_20220302T161059_N0400_R140_T17TME_20220304T074606,5.578735,False,48.557,USA,"POLYGON Z ((-82.1831726066 40.6447948038 0, -80.8845569324 40.6507988109 0, -80.8862200855 39.6615512269 0, -82.1661316955 39.6557525722 0, -82.1831726066 40.6447948038 0))",True,False,True,False
17TME,2022-08-12,2022-08-12T16:18:29.024000+00:00,S2B_MSIL2A_20220812T161829_N0400_R040_T17TME_20220813T023914,26.567355,True,0.0,USA,"POLYGON Z ((-82.1831726066 40.6447948038 0, -80.8845569324 40.6507988109 0, -80.8862200855 39.6615512269 0, -82.1661316955 39.6557525722 0, -82.1831726066 40.6447948038 0))",True,False,True,False
17TME,2025-01-28,2025-01-28T16:24:39.024000+00:00,S2B_MSIL2A_20250128T162439_N0511_R040_T17TME_20250128T201354,57.789361,False,48.655,USA,"POLYGON Z ((-82.1831726066 40.6447948038 0, -80.8845569324 40.6507988109 0, -80.8862200855 39.6615512269 0, -82.1661316955 39.6557525722 0, -82.1831726066 40.6447948038 0))",True,False,True,False
17TMF,2017-04-05,2017-04-05T16:23:31.026000+00:00,S2A_MSIL2A_20170405T162331_N0212_R040_T17TMF_20210209T050228,45.913069,False,22.734,USA,"POLYGON Z ((-82.1994491016 41.5455887675 0, -80.8829683656 41.5517851164 0, -80.8847084355 40.5626923868 0, -82.1816202922 40.5567069114 0, -82.1994491016 41.5455887675 0))",True,False,True,False
17TMF,2019-11-23,2019-11-23T16:15:59.024000+00:00,S2B_MSIL2A_20191123T161559_N0212_R140_T17TMF_20201003T192155,71.625119,False,0.628,USA,"POLYGON Z ((-82.1994491016 41.5455887675 0, -80.8829683656 41.5517851164 0, -80.8847084355 40.5626923868 0, -82.1816202922 40.5567069114 0, -82.1994491016 41.5455887675 0))",True,False,True,False
17TMF,2020-01-15,2020-01-15T16:26:29.024000+00:00,S2B_MSIL2A_20200115T162629_N0212_R040_T17TMF_20201002T190927,11.464191,True,22.518,USA,"POLYGON Z ((-82.1994491016 41.5455887675 0, -80.8829683656 41.5517851164 0, -80.8847084355 40.5626923868 0, -82.1816202922 40.5567069114 0, -82.1994491016 41.5455887675 0))",True,False,True,False
17TMF,2022-07-30,2022-07-30T16:08:29.024000+00:00,S2B_MSIL2A_20220730T160829_N0400_R140_T17TMF_20220731T154013,32.242128,False,23.53,USA,"POLYGON Z ((-82.1994491016 41.5455887675 0, -80.8829683656 41.5517851164 0, -80.8847084355 40.5626923868 0, -82.1816202922 40.5567069114 0, -82.1994491016 41.5455887675 0))",True,False,True,False
17TMF,2023-03-25,2023-03-25T16:19:11.024000+00:00,S2A_MSIL2A_20230325T161911_N0509_R040_T17TMF_20230326T014728,70.872152,True,0.422,USA,"POLYGON Z ((-82.1994491016 41.5455887675 0, -80.8829683656 41.5517851164 0, -80.8847084355 40.5626923868 0, -82.1816202922 40.5567069114 0, -82.1994491016 41.5455887675 0))",True,False,True,False
17TMF,2025-01-15,2025-01-15T16:15:29.024000+00:00,S2B_MSIL2A_20250115T161529_N0511_R140_T17TMF_20250115T201755,22.706912,False,23.166,USA,"POLYGON Z ((-82.1994491016 41.5455887675 0, -80.8829683656 41.5517851164 0, -80.8847084355 40.5626923868 0, -82.1816202922 40.5567069114 0, -82.1994491016 41.5455887675 0))",True,False,True,False
17TMF,2025-01-28,2025-01-28T16:24:39.024000+00:00,S2B_MSIL2A_20250128T162439_N0511_R040_T17TMF_20250128T201354,81.715983,True,0.6,USA,"POLYGON Z ((-82.1994491016 41.5455887675 0, -80.8829683656 41.5517851164 0, -80.8847084355 40.5626923868 0, -82.1816202922 40.5567069114 0, -82.1994491016 41.5455887675 0))",True,False,True,False
17TNE,2017-04-12,2017-04-12T16:13:41.026000+00:00,S2A_MSIL2A_20170412T161341_N0212_R140_T17TNE_20210209T070602,0.716716,False,93.493,USA,"POLYGON Z ((-81.0002365639 40.6508565153 0, -79.7016593384 40.6435572136 0, -79.7203579214 39.6545573065 0, -81.0002331558 39.6616069575 0, -81.0002365639 40.6508565153 0))",True,False,True,False
17TNE,2017-08-02,2017-08-02T16:12:19.027000+00:00,S2B_MSIL2A_20170802T161219_N0212_R097_T17TNE_20210210T183637,18.586773,True,0.0,USA,"POLYGON Z ((-81.0002365639 40.6508565153 0, -79.7016593384 40.6435572136 0, -79.7203579214 39.6545573065 0, -81.0002331558 39.6616069575 0, -81.0002365639 40.6508565153 0))",True,False,True,False
17TNE,2020-03-12,2020-03-12T16:09:49.024000+00:00,S2B_MSIL2A_20200312T160949_N0212_R140_T17TNE_20201006T121336,27.59703,False,0.0,USA,"POLYGON Z ((-81.0002365639 40.6508565153 0, -79.7016593384 40.6435572136 0, -79.7203579214 39.6545573065 0, -81.0002331558 39.6616069575 0, -81.0002365639 40.6508565153 0))",True,False,True,False
17TNE,2020-10-23,2020-10-23T16:13:41.024000+00:00,S2A_MSIL2A_20201023T161341_N0212_R140_T17TNE_20201028T222943,2.360056,True,0.0,USA,"POLYGON Z ((-81.0002365639 40.6508565153 0, -79.7016593384 40.6435572136 0, -79.7203579214 39.6545573065 0, -81.0002331558 39.6616069575 0, -81.0002365639 40.6508565153 0))",True,False,True,False
17TNE,2022-05-21,2022-05-21T16:08:29.024000+00:00,S2B_MSIL2A_20220521T160829_N0400_R140_T17TNE_20220522T205534,26.64935,False,86.392,USA,"POLYGON Z ((-81.0002365639 40.6508565153 0, -79.7016593384 40.6435572136 0, -79.7203579214 39.6545573065 0, -81.0002331558 39.6616069575 0, -81.0002365639 40.6508565153 0))",True,False,True,False
17TNE,2022-10-03,2022-10-03T16:11:21.024000+00:00,S2A_MSIL2A_20221003T161121_N0400_R140_T17TNE_20221004T100457,4.570682,True,0.0,USA,"POLYGON Z ((-81.0002365639 40.6508565153 0, -79.7016593384 40.6435572136 0, -79.7203579214 39.6545573065 0, -81.0002331558 39.6616069575 0, -81.0002365639 40.6508565153 0))",True,False,True,False
17TNE,2025-01-27,2025-01-27T16:06:01.025000+00:00,S2C_MSIL2A_20250127T160601_N0511_R097_T17TNE_20250127T195013,0.847637,False,73.3,USA,"POLYGON Z ((-81.0002365639 40.6508565153 0, -79.7016593384 40.6435572136 0, -79.7203579214 39.6545573065 0, -81.0002331558 39.6616069575 0, -81.0002365639 40.6508565153 0))",True,False,True,False
17TNF,2016-05-27,2016-05-27T16:13:42.027000+00:00,S2A_MSIL2A_20160527T161342_N0212_R140_T17TNF_20210211T145139,25.481834,False,0.0,USA,"POLYGON Z ((-81.0002398192 41.5518446696 0, -79.6837995746 41.544311535 0, -79.7033626538 40.5554731408 0, -81.0002362534 40.5627499131 0, -81.0002398192 41.5518446696 0))",True,False,True,False
17TNF,2019-01-27,2019-01-27T16:15:39.024000+00:00,S2B_MSIL2A_20190127T161539_N0212_R140_T17TNF_20201008T051308,96.709134,False,0.0,USA,"POLYGON Z ((-81.0002398192 41.5518446696 0, -79.6837995746 41.544311535 0, -79.7033626538 40.5554731408 0, -81.0002362534 40.5627499131 0, -81.0002398192 41.5518446696 0))",True,False,True,False
17TNF,2019-04-27,2019-04-27T16:08:39.024000+00:00,S2B_MSIL2A_20190427T160839_N0212_R140_T17TNF_20201105T203954,29.007317,True,0.0,USA,"POLYGON Z ((-81.0002398192 41.5518446696 0, -79.6837995746 41.544311535 0, -79.7033626538 40.5554731408 0, -81.0002362534 40.5627499131 0, -81.0002398192 41.5518446696 0))",True,False,True,False
17TNF,2020-05-26,2020-05-26T16:09:11.024000+00:00,S2A_MSIL2A_20200526T160911_N0212_R140_T17TNF_20200911T005839,6.440106,False,14.388,USA,"POLYGON Z ((-81.0002398192 41.5518446696 0, -79.6837995746 41.544311535 0, -79.7033626538 40.5554731408 0, -81.0002362534 40.5627499131 0, -81.0002398192 41.5518446696 0))",True,False,True,False
17TNF,2021-01-16,2021-01-16T16:16:19.024000+00:00,S2B_MSIL2A_20210116T161619_N0212_R140_T17TNF_20210121T035103,96.72886,True,0.0,USA,"POLYGON Z ((-81.0002398192 41.5518446696 0, -79.6837995746 41.544311535 0, -79.7033626538 40.5554731408 0, -81.0002362534 40.5627499131 0, -81.0002398192 41.5518446696 0))",True,False,True,False
17TNF,2023-03-02,2023-03-02T16:12:01.024000+00:00,S2A_MSIL2A_20230302T161201_N0510_R140_T17TNF_20240818T034610,78.269267,False,0.0,USA,"POLYGON Z ((-81.0002398192 41.5518446696 0, -79.6837995746 41.544311535 0, -79.7033626538 40.5554731408 0, -81.0002362534 40.5627499131 0, -81.0002398192 41.5518446696 0))",True,False,True,False
17TNF,2023-09-03,2023-09-03T16:08:29.024000+00:00,S2B_MSIL2A_20230903T160829_N0509_R140_T17TNF_20230903T221647,32.613233,True,0.0,USA,"POLYGON Z ((-81.0002398192 41.5518446696 0, -79.6837995746 41.544311535 0, -79.7033626538 40.5554731408 0, -81.0002362534 40.5627499131 0, -81.0002398192 41.5518446696 0))",True,False,True,False
17TNF,2024-11-11,2024-11-11T16:15:11.024000+00:00,S2A_MSIL2A_20241111T161511_N0511_R140_T17TNF_20241111T193950,23.911251,False,93.382,USA,"POLYGON Z ((-81.0002398192 41.5518446696 0, -79.6837995746 41.544311535 0, -79.7033626538 40.5554731408 0, -81.0002362534 40.5627499131 0, -81.0002398192 41.5518446696 0))",True,False,True,False
17TNF,2024-12-08,2024-12-08T16:06:51.024000+00:00,S2A_MSIL2A_20241208T160651_N0511_R097_T17TNF_20241208T193144,8.412276,True,0.0,USA,"POLYGON Z ((-81.0002398192 41.5518446696 0, -79.6837995746 41.544311535 0, -79.7033626538 40.5554731408 0, -81.0002362534 40.5627499131 0, -81.0002398192 41.5518446696 0))",True,False,True,False
17TPE,2016-11-10,2016-11-10T16:05:02.026000+00:00,S2A_MSIL2A_20161110T160502_N0212_R097_T17TPE_20210414T034307,1.699712,False,0.0,USA,"POLYGON Z ((-79.8173003773 40.6447996495 0, -78.51955068 40.6242099087 0, -78.5552421779 39.6358714699 0, -79.8343344799 39.6557572523 0, -79.8173003773 40.6447996495 0))",True,False,True,False
17TPE,2016-12-30,2016-12-30T16:06:52.026000+00:00,S2A_MSIL2A_20161230T160652_N0212_R097_T17TPE_20210214T015449,83.668734,True,0.0,USA,"POLYGON Z ((-79.8173003773 40.6447996495 0, -78.51955068 40.6242099087 0, -78.5552421779 39.6358714699 0, -79.8343344799 39.6557572523 0, -79.8173003773 40.6447996495 0))",True,False,True,False
17TPE,2018-02-08,2018-02-08T16:04:19.027000+00:00,S2B_MSIL2A_20180208T160419_N0212_R097_T17TPE_20201013T202110,80.361972,False,0.001,USA,"POLYGON Z ((-79.8173003773 40.6447996495 0, -78.51955068 40.6242099087 0, -78.5552421779 39.6358714699 0, -79.8343344799 39.6557572523 0, -79.8173003773 40.6447996495 0))",True,False,True,False
17TPE,2018-10-09,2018-10-09T16:11:49.024000+00:00,S2B_MSIL2A_20181009T161149_N0212_R140_T17TPE_20201009T095713,3.760155,True,35.924,USA,"POLYGON Z ((-79.8173003773 40.6447996495 0, -78.51955068 40.6242099087 0, -78.5552421779 39.6358714699 0, -79.8343344799 39.6557572523 0, -79.8173003773 40.6447996495 0))",True,False,True,False
17TPE,2020-08-26,2020-08-26T15:58:29.024000+00:00,S2B_MSIL2A_20200826T155829_N0212_R097_T17TPE_20200827T210714,65.735607,False,0.001,USA,"POLYGON Z ((-79.8173003773 40.6447996495 0, -78.51955068 40.6242099087 0, -78.5552421779 39.6358714699 0, -79.8343344799 39.6557572523 0, -79.8173003773 40.6447996495 0))",True,False,True,False
17TPE,2021-09-10,2021-09-10T15:58:19.024000+00:00,S2B_MSIL2A_20210910T155819_N0300_R097_T17TPE_20210911T043518,34.227154,True,0.001,USA,"POLYGON Z ((-79.8173003773 40.6447996495 0, -78.51955068 40.6242099087 0, -78.5552421779 39.6358714699 0, -79.8343344799 39.6557572523 0, -79.8173003773 40.6447996495 0))",True,False,True,False
17TPE,2022-12-07,2022-12-07T16:16:49.024000+00:00,S2B_MSIL2A_20221207T161649_N0400_R140_T17TPE_20221208T165529,82.819569,False,36.08,USA,"POLYGON Z ((-79.8173003773 40.6447996495 0, -78.51955068 40.6242099087 0, -78.5552421779 39.6358714699 0, -79.8343344799 39.6557572523 0, -79.8173003773 40.6447996495 0))",True,False,True,False
17TPE,2023-08-01,2023-08-01T15:58:29.024000+00:00,S2B_MSIL2A_20230801T155829_N0509_R097_T17TPE_20230801T234501,20.401061,True,0.001,USA,"POLYGON Z ((-79.8173003773 40.6447996495 0, -78.51955068 40.6242099087 0, -78.5552421779 39.6358714699 0, -79.8343344799 39.6557572523 0, -79.8173003773 40.6447996495 0))",True,False,True,False
17TPE,2024-01-03,2024-01-03T16:06:51.024000+00:00,S2A_MSIL2A_20240103T160651_N0510_R097_T17TPE_20240103T211321,71.788138,False,0.0,USA,"POLYGON Z ((-79.8173003773 40.6447996495 0, -78.51955068 40.6242099087 0, -78.5552421779 39.6358714699 0, -79.8343344799 39.6557572523 0, -79.8173003773 40.6447996495 0))",True,False,True,False
17TPE,2024-09-04,2024-09-04T15:58:19.024000+00:00,S2B_MSIL2A_20240904T155819_N0511_R097_T17TPE_20240904T214205,0.025279,True,0.0,USA,"POLYGON Z ((-79.8173003773 40.6447996495 0, -78.51955068 40.6242099087 0, -78.5552421779 39.6358714699 0, -79.8343344799 39.6557572523 0, -79.8173003773 40.6447996495 0))",True,False,True,False
17TPF,2017-07-06,2017-07-06T16:13:49.027000+00:00,S2B_MSIL2A_20170706T161349_N0212_R140_T17TPF_20210210T054058,85.484102,False,13.628,USA,"POLYGON Z ((-79.8010303852 41.5455937685 0, -78.4854616094 41.5243446964 0, -78.5228018784 40.536185528 0, -79.8188520715 40.5567117422 0, -79.8010303852 41.5455937685 0))",True,False,True,False
17TPF,2018-06-21,2018-06-21T16:08:29.024000+00:00,S2B_MSIL2A_20180621T160829_N0212_R140_T17TPF_20201012T005240,44.780857,False,12.933,USA,"POLYGON Z ((-79.8010303852 41.5455937685 0, -78.4854616094 41.5243446964 0, -78.5228018784 40.536185528 0, -79.8188520715 40.5567117422 0, -79.8010303852 41.5455937685 0))",True,False,True,False
17TPF,2019-11-25,2019-11-25T16:06:11.024000+00:00,S2A_MSIL2A_20191125T160611_N0212_R097_T17TPF_20201003T194801,10.678745,True,4.509,USA,"POLYGON Z ((-79.8010303852 41.5455937685 0, -78.4854616094 41.5243446964 0, -78.5228018784 40.536185528 0, -79.8188520715 40.5567117422 0, -79.8010303852 41.5455937685 0))",True,False,True,False
17TPF,2020-02-28,2020-02-28T16:01:19.024000+00:00,S2B_MSIL2A_20200228T160119_N0212_R097_T17TPF_20200929T020743,70.050923,False,5.029,USA,"POLYGON Z ((-79.8010303852 41.5455937685 0, -78.4854616094 41.5243446964 0, -78.5228018784 40.536185528 0, -79.8188520715 40.5567117422 0, -79.8010303852 41.5455937685 0))",True,False,True,False
