emit_id,geometry,cloud_cover,centroid_x,centroid_y,cluster,region,fold
EMIT_L1B_RAD_001_20230820T192843_2323213_027,"POLYGON ((-102.4994888 32.8557358, -103.0207443 32.2505722, -102.38134 31.6998291, -101.8600845 32.3049927, -102.4994888 32.8557358))",7,-102.4404144,32.277782450000004,1.0,permian,train
EMIT_L1B_RAD_001_20230620T193632_2317113_022,"POLYGON ((-102.9593658 33.4434738, -103.4683838 32.8388519, -102.8146057 32.2884598, -102.3055878 32.8930817, -102.9593658 33.4434738))",45,-102.88698578323648,32.86596679922723,1.0,permian,train
EMIT_L1B_RAD_001_20230620T193608_2317113_020,"POLYGON ((-104.2357178 34.4779091, -104.7334595 33.8622398, -104.0546265 33.3134422, -103.5568848 33.9291115, -104.2357178 34.4779091))",37,-104.14517215000002,33.89567565,5.0,permian,train
EMIT_L1B_RAD_001_20230331T195124_2309013_017,"POLYGON ((-103.116066 34.3837891, -103.8692093 33.7686768, -103.3629227 33.1487656, -102.6097794 33.7638779, -103.116066 34.3837891))",2,-103.23949435,33.766277349999996,5.0,permian,train
EMIT_L1B_RAD_001_20230804T174129_2321612_015,"POLYGON ((-101.9632568 31.8001385, -102.6616974 31.1765575, -102.1335907 30.5850468, -101.4351501 31.2086277, -101.9632568 31.8001385))",16,-102.04842374765505,31.192592633394657,8.0,permian,train
EMIT_L1B_RAD_001_20230324T221342_2308315_011,"POLYGON ((-101.8594208 31.1854858, -102.5430908 30.561058, -102.0086823 29.9759445, -101.3250122 30.6003723, -101.8594208 31.1854858))",4,-101.93405151660004,30.580715150540073,0.0,permian,train
EMIT_L1B_RAD_001_20230218T194425_2304913_023,"POLYGON ((-102.5409927 34.9406662, -103.0370407 34.3146591, -102.3457413 33.7668686, -101.8496933 34.3928757, -102.5409927 34.9406662))",11,-102.44336700000001,34.3537674,5.0,permian,train
EMIT_L1B_RAD_001_20230128T202739_2302814_017,"POLYGON ((-103.743721 34.8050575, -104.5141678 34.1892281, -104.0164719 33.5665779, -103.2460251 34.1824074, -103.743721 34.8050575))",31,-103.88009645366618,34.18581771668639,5.0,permian,train
EMIT_L1B_RAD_001_20230624T175832_2317512_019,"POLYGON ((-102.9354706 34.2753143, -103.434906 33.6626816, -102.7615356 33.1137314, -102.2621002 33.7263641, -102.9354706 34.2753143))",1,-102.84850309999999,33.69452285,5.0,permian,train
EMIT_L1B_RAD_001_20230428T164759_2311811_020,"POLYGON ((-102.4885635 31.2145481, -103.0134811 30.6313496, -102.4191818 30.096426, -101.8942642 30.6796246, -102.4885635 31.2145481))",5,-102.45387264896856,30.655487066711153,0.0,permian,train
EMIT_L1B_RAD_001_20231201T183537_2333512_015,"POLYGON ((-102.328186 31.8125916, -103.0264587 31.1895981, -102.4993744 30.5988274, -101.8011017 31.2218208, -102.328186 31.8125916))",30,-102.4137801976406,31.205709483395378,8.0,permian,train
EMIT_L1B_RAD_001_20230804T174153_2321612_017,"POLYGON ((-100.1306915 33.3680305, -101.4657288 32.240818, -100.9513855 31.6316414, -99.6163483 32.7588539, -100.1306915 33.3680305))",2,-100.54103853587661,32.49983594461904,7.0,permian,train
EMIT_L1B_RAD_001_20230421T191447_2311113_024,"POLYGON ((-100.6352768 33.1848412, -101.1510086 32.5757332, -99.9620132 31.5690041, -99.4462814 32.178112, -100.6352768 33.1848412))",2,-100.29864500769197,32.37692263512745,7.0,permian,train
EMIT_L1B_RAD_001_20230214T212136_2304514_016,"POLYGON ((-103.5503998 35.0960197, -104.0454254 34.467556, -103.3511353 33.9206734, -102.8561096 34.5491371, -103.5503998 35.0960197))",11,-103.45076751685826,34.5083465511301,5.0,permian,train
EMIT_L1B_RAD_001_20230428T164811_2311811_021,"POLYGON ((-101.8939133 30.6805744, -102.4257584 30.1019382, -101.8346634 29.5586414, -101.3028183 30.1372776, -101.8939133 30.6805744))",1,-101.86428835,30.119607899999995,0.0,permian,train
EMIT_L1B_RAD_001_20231205T165825_2333911_013,"POLYGON ((-101.6139526 31.6301804, -102.3073578 31.0067787, -101.7803192 30.4205551, -101.0869141 31.0439568, -101.6139526 31.6301804))",25,-101.69713593340344,31.02536774949015,8.0,permian,train
EMIT_L1B_RAD_001_20230628T162000_2317911_015,"POLYGON ((-102.634201 34.9766388, -103.1244354 34.3577118, -102.4337921 33.8106766, -101.9435577 34.4296036, -102.634201 34.9766388))",6,-102.53399655,34.393657700000006,5.0,permian,train
EMIT_L1B_RAD_001_20230923T214701_2326614_013,"POLYGON ((-100.1559601 32.6854057, -101.3171387 31.6831818, -100.7974548 31.0810852, -99.6362762 32.0833092, -100.1559601 32.6854057))",34,-100.4767074573653,31.883245464913358,7.0,permian,train
EMIT_L1B_RAD_001_20230804T174141_2321612_016,"POLYGON ((-101.3546524 32.3304291, -102.0651016 31.707962, -101.5417099 31.1105843, -100.8312607 31.7330513, -101.3546524 32.3304291))",17,-101.44818114743624,31.720506683385466,8.0,permian,train
EMIT_L1B_RAD_001_20230616T211419_2316714_028,"POLYGON ((-102.1870117 31.9986687, -102.7106628 31.4082718, -102.0876465 30.8556938, -101.5639954 31.4460907, -102.1870117 31.9986687))",35,-102.13732909999999,31.42718125,8.0,permian,train
EMIT_L1B_RAD_001_20230807T165307_2321911_019,"POLYGON ((-103.7757416 34.6640396, -104.5453186 34.0475082, -104.0466309 33.4250336, -103.2770538 34.0415649, -103.7757416 34.6640396))",10,-103.91118621304356,34.044536583238255,5.0,permian,train
EMIT_L1B_RAD_001_20230327T212705_2308614_018,"POLYGON ((-102.7245865 35.1185684, -103.5062943 34.5034866, -103.0121994 33.8755264, -102.2304916 34.4906082, -102.7245865 35.1185684))",9,-102.86839295,34.4970474,5.0,permian,train
EMIT_L1B_RAD_001_20230731T191822_2321213_014,"POLYGON ((-102.5323639 32.0392303, -103.2362976 31.4156761, -102.7097321 30.8212433, -102.0057983 31.4447975, -102.5323639 32.0392303))",38,-102.62104796660903,31.4302368003958,8.0,permian,train
EMIT_L1B_RAD_001_20230927T201050_2327013_010,"POLYGON ((-101.9448547 30.6457939, -102.6188812 30.020668, -102.085495 29.4455528, -101.4114685 30.0706787, -101.9448547 30.6457939))",41,-102.01517485,30.045673349999998,0.0,permian,train
EMIT_L1B_RAD_001_20230628T162047_2317911_019,"POLYGON ((-100.0830688 32.9083252, -100.5944977 32.3113174, -99.4163818 31.3020782, -98.904953 31.899086, -100.0830688 32.9083252))",4,-99.74972533521134,32.10520170452471,7.0,permian,train
EMIT_L1B_RAD_001_20230804T174117_2321612_014,"POLYGON ((-102.565834 31.2660561, -103.2503281 30.6420135, -102.7164536 30.0564156, -102.0319595 30.6804581, -102.565834 31.2660561))",7,-102.64114379791654,30.661235833399072,0.0,permian,train
EMIT_L1B_RAD_001_20230214T212223_2304514_020,"POLYGON ((-100.9947281 33.0338554, -101.5135422 32.4275169, -100.8697128 31.8766365, -100.3508987 32.482975, -100.9947281 33.0338554))",7,-100.93222045000002,32.45524594999999,7.0,permian,train
EMIT_L1B_RAD_001_20231020T193009_2329313_030,"POLYGON ((-102.1179352 30.407177, -102.6535034 29.8324318, -102.0589294 29.278389, -101.5233612 29.8531342, -102.1179352 30.407177))",6,-102.08843230000001,29.842783,0.0,permian,train
EMIT_L1B_RAD_001_20230824T175349_2323612_024,"POLYGON ((-101.5227661 32.3661575, -102.0494537 31.7662964, -101.4189606 31.2127151, -100.8922729 31.8125763, -101.5227661 32.3661575))",25,-101.47086331523188,31.78943631739061,8.0,permian,train
EMIT_L1B_RAD_001_20230628T162035_2317911_018,"POLYGON ((-100.707634 33.4314232, -101.215477 32.8286247, -100.5621567 32.2782173, -100.0543137 32.8810158, -100.707634 33.4314232))",3,-100.63489535,32.854820249999996,7.0,permian,train
EMIT_L1B_RAD_001_20230214T212148_2304514_017,"POLYGON ((-102.8975601 34.5863838, -103.4001999 33.9634285, -102.7206192 33.4150963, -102.2179794 34.0380516, -102.8975601 34.5863838))",10,-102.80908965000002,34.00074005,5.0,permian,train
EMIT_L1B_RAD_001_20230824T175337_2323612_023,"POLYGON ((-102.1435699 32.8978615, -102.6654663 32.2922859, -102.0239716 31.7394371, -101.5020752 32.3450127, -102.1435699 32.8978615))",37,-102.08377074999999,32.3186493,1.0,permian,train
EMIT_L1B_RAD_001_20230820T192855_2323213_028,"POLYGON ((-101.8843536 32.3295059, -102.40979 31.7300415, -101.7808685 31.1787796, -101.2554321 31.778244, -101.8843536 32.3295059))",22,-101.83261105000001,31.75414275,8.0,permian,train
EMIT_L1B_RAD_001_20230608T162334_2315911_015,"POLYGON ((-102.6030884 32.5745163, -103.3214874 31.9511986, -102.8068085 31.3580208, -102.0884094 31.9813385, -102.6030884 32.5745163))",15,-102.70494841659817,31.96626855040905,1.0,permian,train
EMIT_L1B_RAD_001_20230331T195136_2309013_018,"POLYGON ((-102.4638214 34.9028511, -103.2304077 34.289814, -102.7298431 33.6638756, -101.9632568 34.2769127, -102.4638214 34.9028511))",8,-102.59683225000002,34.28336335,5.0,permian,train
EMIT_L1B_RAD_001_20230731T191834_2321213_015,"POLYGON ((-101.9196854 32.5682182, -102.6361771 31.9457378, -102.1147537 31.3455734, -101.398262 31.9680538, -101.9196854 32.5682182))",20,-102.01721954999998,31.956895799999998,8.0,permian,train
EMIT_L1B_RAD_001_20230528T203039_2314814_013,"POLYGON ((-99.1415482 33.2296944, -99.8738327 32.6087151, -99.3629684 32.0062752, -98.6306839 32.6272545, -99.1415482 33.2296944))",27,-99.25225829999998,32.617984799999995,7.0,permian,train
EMIT_L1B_RAD_001_20230624T175907_2317512_022,"POLYGON ((-101.04319 32.713459, -101.5582809 32.117382, -100.9199142 31.5657387, -100.4048233 32.1618156, -101.04319 32.713459))",0,-100.98155210178278,32.13959883326466,8.0,permian,train
EMIT_L1B_RAD_001_20231205T165913_2333911_017,"POLYGON ((-98.5206604 34.2405624, -99.8900909 33.1220398, -99.3869629 32.5060425, -98.0175323 33.6245651, -98.5206604 34.2405624))",6,-98.95381161408702,33.373302455164996,7.0,permian,train
EMIT_L1B_RAD_001_20230405T172830_2309512_010,"POLYGON ((-101.9379654 30.0739708, -102.5975723 29.4490585, -102.0522537 28.8734665, -101.3926468 29.4983788, -101.9379654 30.0739708))",0,-101.99510955,29.473718649999995,0.0,permian,train
EMIT_L1B_RAD_001_20230807T165319_2321911_020,"POLYGON ((-103.122818 35.1737938, -103.9057922 34.5591774, -103.4128113 33.9311562, -102.629837 34.5457726, -103.122818 35.1737938))",49,-103.26781461670744,34.552474999825336,5.0,permian,train
EMIT_L1B_RAD_001_20231205T165901_2333911_016,"POLYGON ((-99.771698 33.214901, -100.5024414 32.5945702, -99.9895477 31.9903831, -99.2588043 32.610714, -99.771698 33.214901))",15,-99.88062285297197,32.602642066628086,7.0,permian,train
EMIT_L1B_RAD_001_20230127T194156_2302713_002,"POLYGON ((-87.3420258 33.972805, -88.5317993 32.9928017, -88.0249481 32.3774681, -86.8351746 33.3574715, -87.3420258 33.972805))",33,,,,USA,train
EMIT_L1B_RAD_001_20230128T202727_2302814_016,"POLYGON ((-104.3910751 34.2917595, -105.1459427 33.6742592, -104.6417007 33.0578346, -103.8868332 33.6753349, -104.3910751 34.2917595))",35,,,,USA,train
EMIT_L1B_RAD_001_20230128T202826_2302814_021,"POLYGON ((-101.0710373 36.8151894, -101.8993149 36.208477, -101.4262161 35.5626106, -100.5979385 36.169323, -101.0710373 36.8151894))",46,,,,USA,train
EMIT_L1B_RAD_001_20230128T202838_2302814_022,"POLYGON ((-100.3797226 37.3065453, -101.224144 36.7029686, -100.7583389 36.0513115, -99.9139175 36.6548882, -100.3797226 37.3065453))",32,,,,USA,train
EMIT_L1B_RAD_001_20230128T202850_2302814_023,"POLYGON ((-99.3960876 37.9864693, -100.5411835 37.1956367, -100.0857544 36.5362053, -98.9406586 37.3270378, -99.3960876 37.9864693))",12,,,,USA,train
EMIT_L1B_RAD_001_20230129T193837_2302913_014,"POLYGON ((-102.065239 31.0241623, -102.7440262 30.400219, -102.2102432 29.8195229, -101.531456 30.4434662, -102.065239 31.0241623))",32,,,,USA,train
EMIT_L1B_RAD_001_20230129T193849_2302913_015,"POLYGON ((-101.4656067 31.5597038, -102.1586761 30.9364395, -101.6311951 30.3498802, -100.9381256 30.9731445, -101.4656067 31.5597038))",15,,,,USA,train
EMIT_L1B_RAD_001_20230131T193914_2303113_017,"POLYGON ((-103.1471863 38.8911552, -104.0444336 38.2994881, -103.6048279 37.6328392, -102.7075806 38.2245064, -103.1471863 38.8911552))",33,,,,USA,train
EMIT_L1B_RAD_001_20230131T193925_2303113_018,"POLYGON ((-102.4155502 39.3615608, -103.3269577 38.7738609, -102.8938065 38.1021233, -101.982399 38.6898232, -102.4155502 39.3615608))",19,,,,USA,train
EMIT_L1B_RAD_001_20230131T193937_2303113_019,"POLYGON ((-101.6721802 39.8262291, -102.600235 39.2436867, -102.1750946 38.5663872, -101.2470398 39.1489296, -101.6721802 39.8262291))",27,,,,USA,train
EMIT_L1B_RAD_001_20230131T193949_2303113_020,"POLYGON ((-100.9191055 40.2854881, -101.8636093 39.707119, -101.4457779 39.0247688, -100.5012741 39.603138, -100.9191055 40.2854881))",29,,,,USA,train
EMIT_L1B_RAD_001_20230202T193821_2303313_013,"POLYGON ((-107.7935028 42.6795692, -108.8331757 42.1330681, -108.4642944 41.4312935, -107.4246216 41.9777946, -107.7935028 42.6795692))",9,,,,USA,train
EMIT_L1B_RAD_001_20230202T193833_2303313_014,"POLYGON ((-106.1796646 43.4915085, -108.0281754 42.564888, -107.6717758 41.8539047, -105.8232651 42.7805252, -106.1796646 43.4915085))",36,,,,USA,train
EMIT_L1B_RAD_001_20230203T171317_2303412_005,"POLYGON ((-94.7204971 31.1202431, -95.5354996 30.3771858, -95.0035172 29.7937012, -94.1885147 30.5367584, -94.7204971 31.1202431))",13,,,,USA,train
EMIT_L1B_RAD_001_20230203T185024_2303413_012,"POLYGON ((-103.7766647 41.5838432, -104.7678146 41.0215874, -104.3715439 40.3230476, -103.380394 40.8853035, -103.7766647 41.5838432))",5,,,,USA,train
EMIT_L1B_RAD_001_20230203T185036_2303413_013,"POLYGON ((-102.981163 42.0195961, -103.9902878 41.4642372, -103.603035 40.7605705, -102.5939102 41.3159294, -102.981163 42.0195961))",9,,,,USA,train
EMIT_L1B_RAD_001_20230205T171244_2303612_006,"POLYGON ((-104.6322937 32.5641518, -105.3886414 31.9074764, -104.8724823 31.3129692, -104.1161346 31.9696445, -104.6322937 32.5641518))",20,,,,USA,train
EMIT_L1B_RAD_001_20230205T171255_2303612_007,"POLYGON ((-104.0127792 33.0894699, -104.7818832 32.4341431, -104.2703934 31.8338394, -103.5012894 32.4891663, -104.0127792 33.0894699))",28,,,,USA,train
EMIT_L1B_RAD_001_20230205T171307_2303612_008,"POLYGON ((-103.3840408 33.6110229, -104.1681747 32.9569626, -103.6626358 32.3508911, -102.8785019 33.0049515, -103.3840408 33.6110229))",12,,,,USA,train
EMIT_L1B_RAD_001_20230205T171331_2303612_010,"POLYGON ((-102.1043243 34.6428452, -102.9159088 33.992569, -102.4208221 33.3746719, -101.6092377 34.0249481, -102.1043243 34.6428452))",15,,,,USA,train
EMIT_L1B_RAD_001_20230205T171355_2303612_012,"POLYGON ((-100.791687 35.658577, -101.6311951 35.0125198, -101.1465759 34.3827896, -100.3070679 35.0288467, -100.791687 35.658577))",4,,,,USA,train
EMIT_L1B_RAD_001_20230205T171406_2303612_013,"POLYGON ((-100.1212234 36.1603127, -100.9763107 35.516758, -100.4978867 34.8810844, -99.6427994 35.5246391, -100.1212234 36.1603127))",1,,,,USA,train
EMIT_L1B_RAD_001_20230205T171418_2303612_014,"POLYGON ((-99.4414062 36.6574402, -100.3130188 36.017189, -99.8418579 35.3757553, -98.9702454 36.0160065, -99.4414062 36.6574402))",0,,,,USA,train
EMIT_L1B_RAD_001_20230205T171430_2303612_015,"POLYGON ((-98.7536469 37.1499825, -99.6405182 36.512928, -99.1755524 35.8656273, -98.288681 36.5026817, -98.7536469 37.1499825))",7,,,,USA,train
EMIT_L1B_RAD_001_20230205T171442_2303612_016,"POLYGON ((-98.0549316 37.6377029, -98.9591827 37.0042191, -98.5018158 36.3513565, -97.5975647 36.9848404, -98.0549316 37.6377029))",1,,,,USA,train
EMIT_L1B_RAD_001_20230205T171454_2303612_017,"POLYGON ((-97.3483124 38.1206207, -98.2678223 37.4906311, -97.8168488 36.8324127, -96.8973389 37.4624023, -97.3483124 38.1206207))",14,,,,USA,train
EMIT_L1B_RAD_001_20230206T162514_2303711_004,"POLYGON ((-100.0701447 31.3109589, -100.7567902 30.6875114, -100.2267456 30.1037369, -99.5401001 30.7271843, -100.0701447 31.3109589))",3,,,,USA,train
EMIT_L1B_RAD_001_20230214T212200_2304514_018,"POLYGON ((-102.2555542 34.0726547, -102.7634277 33.4552155, -102.0956573 32.9059448, -101.5877838 33.5233841, -102.2555542 34.0726547))",14,,,,USA,train
EMIT_L1B_RAD_001_20230214T212212_2304514_019,"POLYGON ((-101.6219406 33.5553436, -102.134758 32.9432907, -101.4780502 32.3930588, -100.9652328 33.0051117, -101.6219406 33.5553436))",4,,,,USA,train
EMIT_L1B_RAD_001_20230214T212235_2304514_021,"POLYGON ((-100.3770905 32.5089645, -100.900116 31.9082909, -100.2666168 31.3566818, -99.7435913 31.9573555, -100.3770905 32.5089645))",2,,,,USA,train
EMIT_L1B_RAD_001_20230214T212247_2304514_022,"POLYGON ((-99.7707901 31.980217, -100.2943039 31.3855057, -99.6675797 30.8338127, -99.1440659 31.428524, -99.7707901 31.980217))",8,,,,USA,train
EMIT_L1B_RAD_001_20230215T203342_2304613_011,"POLYGON ((-99.0670319 36.2929115, -99.5375977 35.6578712, -98.8519287 35.1497993, -98.3813629 35.7848396, -99.0670319 36.2929115))",15,,,,USA,train
EMIT_L1B_RAD_001_20230215T203354_2304613_012,"POLYGON ((-98.3962555 35.7945557, -98.8734589 35.1648178, -98.1990509 34.6537628, -97.7218475 35.2835007, -98.3962555 35.7945557))",4,,,,USA,train
EMIT_L1B_RAD_001_20230215T203405_2304613_013,"POLYGON ((-97.731987 35.2929878, -98.2181473 34.6676674, -97.5567398 34.1534615, -97.0705795 34.7787819, -97.731987 35.2929878))",9,,,,USA,train
EMIT_L1B_RAD_001_20230215T203417_2304613_014,"POLYGON ((-97.0819321 34.7843094, -97.5703964 34.1655426, -96.9240646 33.6553192, -96.4356003 34.274086, -97.0819321 34.7843094))",14,,,,USA,train
EMIT_L1B_RAD_001_20230216T194307_2304713_006,"POLYGON ((-104.9425354 43.5270157, -105.2906647 42.8208466, -104.3934326 42.3785324, -104.0453033 43.0847015, -104.9425354 43.5270157))",44,,,,USA,train
EMIT_L1B_RAD_001_20230218T181042_2304912_004,"POLYGON ((-81.9468155 37.1623917, -82.4158096 36.5104828, -81.6659927 35.9710541, -81.1969986 36.622963, -81.9468155 37.1623917))",13,,,,USA,train
EMIT_L1B_RAD_001_20230219T172222_2305011_002,"POLYGON ((-79.3126755 39.5385475, -79.7450027 38.8615303, -78.9247971 38.3377724, -78.4924698 39.0147896, -79.3126755 39.5385475))",14,,,,USA,train
EMIT_L1B_RAD_001_20230219T185448_2305012_009,"POLYGON ((-104.449173 40.4799767, -104.8633881 39.7948189, -104.0129089 39.2806587, -103.5986938 39.9658165, -104.449173 40.4799767))",39,,,,USA,train
EMIT_L1B_RAD_001_20230219T185500_2305012_010,"POLYGON ((-103.6916504 40.0245438, -104.1131134 39.3442078, -103.276001 38.8256302, -102.854538 39.5059662, -103.6916504 40.0245438))",34,,,,USA,train
EMIT_L1B_RAD_001_20230219T185535_2305012_013,"POLYGON ((-101.4769058 38.6248817, -101.9232407 37.9583244, -101.1304092 37.4274178, -100.6840744 38.0939751, -101.4769058 38.6248817))",20,,,,USA,train
EMIT_L1B_RAD_001_20230219T202939_2305013_002,"POLYGON ((-120.7079086 35.5434837, -121.1989365 34.9092598, -120.4920883 34.3620033, -120.0010605 34.9962273, -120.7079086 35.5434837))",47,,,,USA,train
EMIT_L1B_RAD_001_20230223T172043_2305411_005,"POLYGON ((-104.2432327 40.4620705, -104.6579056 39.7765388, -103.8070602 39.2618752, -103.3923874 39.9474068, -104.2432327 40.4620705))",18,,,,USA,train
EMIT_L1B_RAD_001_20230223T172055_2305411_006,"POLYGON ((-103.4856491 40.0061302, -103.9082413 39.3252144, -103.0714035 38.8058586, -102.6488113 39.4867744, -103.4856491 40.0061302))",10,,,,USA,train
EMIT_L1B_RAD_001_20230223T172130_2305411_009,"POLYGON ((-101.2723694 38.6051216, -101.7192688 37.9379234, -100.9264679 37.4068871, -100.4795685 38.0740852, -101.2723694 38.6051216))",5,,,,USA,train
EMIT_L1B_RAD_001_20230223T172142_2305411_010,"POLYGON ((-100.5547943 38.1277351, -101.0094757 37.4655037, -100.231308 36.9312248, -99.7766266 37.5934563, -100.5547943 38.1277351))",3,,,,USA,train
EMIT_L1B_RAD_001_20230223T172154_2305411_011,"POLYGON ((-99.8470459 37.645443, -100.3094177 36.9881935, -99.0466003 36.0998039, -98.5842285 36.7570534, -99.8470459 37.645443))",4,,,,USA,train
EMIT_L1B_RAD_001_20230226T163446_2305711_004,"POLYGON ((-104.9455414 37.5144997, -105.4249725 36.8555412, -104.7085266 36.3342781, -104.2290955 36.9932365, -104.9455414 37.5144997))",27,,,,USA,train
EMIT_L1B_RAD_001_20230226T163522_2305711_007,"POLYGON ((-102.8787994 35.976429, -103.3791351 35.3353233, -102.6975708 34.8034172, -102.1972351 35.4445229, -102.8787994 35.976429))",3,,,,USA,train
EMIT_L1B_RAD_001_20230324T221354_2308315_012,"POLYGON ((-101.2593307 31.7198715, -101.9553452 31.0959473, -101.4257126 30.5051193, -100.7296982 31.1290436, -101.2593307 31.7198715))",29,,,,USA,train
EMIT_L1B_RAD_001_20230326T204224_2308514_007,"POLYGON ((-81.168396 38.0114174, -82.0397491 37.4109917, -81.5839539 36.7495308, -80.7126007 37.3499565, -81.168396 38.0114174))",21,,,,USA,train
EMIT_L1B_RAD_001_20230326T204236_2308514_008,"POLYGON ((-80.4537048 38.4900818, -81.3384399 37.8947601, -80.8901062 37.2284775, -80.0053711 37.8237991, -80.4537048 38.4900818))",5,,,,USA,train
EMIT_L1B_RAD_001_20230326T204300_2308514_010,"POLYGON ((-78.9911194 39.4329529, -79.9101257 38.8467102, -79.479187 38.1711655, -78.5601807 38.7574081, -78.9911194 39.4329529))",4,,,,USA,train
EMIT_L1B_RAD_001_20230327T212630_2308614_015,"POLYGON ((-104.6585236 33.5737724, -105.3953247 32.9547997, -104.8826447 32.3445244, -104.1458435 32.9634972, -104.6585236 33.5737724))",11,,,,USA,train
EMIT_L1B_RAD_001_20230327T212642_2308614_016,"POLYGON ((-104.0204315 34.0933151, -104.775589 33.4748611, -104.2706299 32.858284, -103.5154724 33.476738, -104.0204315 34.0933151))",7,,,,USA,train
EMIT_L1B_RAD_001_20230327T212717_2308614_019,"POLYGON ((-102.0646133 35.6248817, -102.8592606 35.0121651, -102.3706589 34.3784904, -101.5760117 34.9912071, -102.0646133 35.6248817))",12,,,,USA,train
EMIT_L1B_RAD_001_20230327T212729_2308614_020,"POLYGON ((-101.396286 36.1260414, -102.2049255 35.5161095, -101.7224274 34.8764229, -100.9137878 35.4863548, -101.396286 36.1260414))",42,,,,USA,train
EMIT_L1B_RAD_001_20230327T212753_2308614_022,"POLYGON ((-100.0311584 37.116581, -100.8694763 36.5116692, -100.3997498 35.8606911, -99.5614319 36.4656029, -100.0311584 37.116581))",46,,,,USA,train
EMIT_L1B_RAD_001_20230327T212805_2308614_023,"POLYGON ((-98.7547607 38.0030251, -100.1913605 37.0075035, -99.7333069 36.3465004, -98.2967072 37.3420219, -98.7547607 38.0030251))",50,,,,USA,train
EMIT_L1B_RAD_001_20230328T203934_2308714_013,"POLYGON ((-98.0934372 34.0232582, -98.8455734 33.4039955, -98.337944 32.7874489, -97.5858078 33.4067116, -98.0934372 34.0232582))",23,,,,USA,train
EMIT_L1B_RAD_001_20230328T203946_2308714_014,"POLYGON ((-96.9962311 34.8962021, -98.2198486 33.9241867, -97.7225037 33.2981186, -96.4988861 34.270134, -96.9962311 34.8962021))",4,,,,USA,train
EMIT_L1B_RAD_001_20230330T190441_2308913_002,"POLYGON ((-86.8634033 33.2001915, -88.0246429 32.216938, -87.5089111 31.6078377, -86.3476715 32.5910912, -86.8634033 33.2001915))",2,,,,USA,train
EMIT_L1B_RAD_001_20230330T190623_2308913_005,"POLYGON ((-81.6597977 37.2003212, -82.5016098 36.5971794, -82.0341873 35.9448051, -81.1923752 36.5479469, -81.6597977 37.2003212))",9,,,,USA,train
EMIT_L1B_RAD_001_20230330T190635_2308913_006,"POLYGON ((-80.9600143 37.6870728, -81.8189468 37.0871811, -81.3595352 36.4293823, -80.5006027 37.029274, -80.9600143 37.6870728))",7,,,,USA,train
EMIT_L1B_RAD_001_20230331T195100_2309013_015,"POLYGON ((-104.3963776 33.3343811, -105.1215363 32.7159576, -104.6029816 32.1078949, -103.8778229 32.7263184, -104.3963776 33.3343811))",11,,,,USA,train
EMIT_L1B_RAD_001_20230331T195112_2309013_016,"POLYGON ((-103.759285 33.8610878, -104.4995956 33.2447166, -103.9882584 32.6305504, -103.2479477 33.2469215, -103.759285 33.8610878))",3,,,,USA,train
EMIT_L1B_RAD_001_20230331T195147_2309013_019,"POLYGON ((-101.8037109 35.4184456, -102.5829163 34.8068962, -102.0869293 34.1749382, -101.307724 34.7864876, -101.8037109 35.4184456))",9,,,,USA,train
EMIT_L1B_RAD_001_20230331T195159_2309013_020,"POLYGON ((-101.1340714 35.9296913, -101.9271317 35.3207054, -101.4372787 34.6827965, -100.6442184 35.2917824, -101.1340714 35.9296913))",4,,,,USA,train
EMIT_L1B_RAD_001_20230331T195211_2309013_021,"POLYGON ((-100.4530945 36.4368172, -101.2627869 35.8307838, -100.7808228 35.1868477, -99.9711304 35.792881, -100.4530945 36.4368172))",31,,,,USA,train
EMIT_L1B_RAD_001_20230401T190334_2309113_012,"POLYGON ((-100.7928238 31.4025536, -101.7488174 30.5391808, -101.2170181 29.9503212, -100.2610245 30.813694, -100.7928238 31.4025536))",46,,,,USA,train
EMIT_L1B_RAD_001_20230401T190429_2309113_013,"POLYGON ((-98.1970673 33.6302795, -98.9387817 33.0099564, -98.4255524 32.3962936, -97.6838379 33.0166168, -98.1970673 33.6302795))",4,,,,USA,train
EMIT_L1B_RAD_001_20230401T190441_2309113_014,"POLYGON ((-97.1109161 34.5084839, -98.3195801 33.5332413, -97.8164215 32.9096527, -96.6077576 33.8848953, -97.1109161 34.5084839))",6,,,,USA,train
EMIT_L1B_RAD_001_20230401T203803_2309114_003,"POLYGON ((-119.55793 35.4150734, -120.3487167 34.7993126, -119.8561935 34.1668053, -119.0654068 34.7825661, -119.55793 35.4150734))",18,,,,USA,train
EMIT_L1B_RAD_001_20230402T195226_2309213_013,"POLYGON ((-109.3156891 38.4631538, -110.19664 37.867466, -109.7471313 37.2027016, -108.8661804 37.7983894, -109.3156891 38.4631538))",29,,,,USA,train
EMIT_L1B_RAD_001_20230402T195238_2309213_014,"POLYGON ((-108.5928802 38.9381599, -109.4881592 38.3452568, -109.0447998 37.6758003, -108.1495209 38.2687035, -108.5928802 38.9381599))",35,,,,USA,train
EMIT_L1B_RAD_001_20230402T195337_2309213_019,"POLYGON ((-104.8145828 41.2284927, -105.7948227 40.6638947, -105.3957901 39.9711227, -104.4155502 40.5357208, -104.8145828 41.2284927))",33,,,,USA,train
EMIT_L1B_RAD_001_20230403T190509_2309313_017,"POLYGON ((-104.8527679 37.4266739, -105.7025299 36.8243179, -105.2397308 36.1714172, -104.3899689 36.7737732, -104.8527679 37.4266739))",30,,,,USA,train
